DVM ID,Practice Name,Active,Catalog,Partner,MVM,VC,VFC1,Addr1,City,State,Zip,Go Live Date,Vet Users,Staff Users,Activated On,Emails,Total Revenue,Average,CM,Written Rx,Converted
6023,Yardville Animal Hospital,1,VFC_00006354,IMA Partner,,,,401 Route 156,Yardville,NJ,8620,8/15/13,3,3,6/12/14,445,28086.37,711.4230769,FALSE,53,37
4304,"All Pets Veterinary Home Care, LLC",1,VFC_00004471,VBS Partner,,225131,,PO Box 28,Endicott,NY,13760,5/23/12,1,1,12/11/13,138,30656.45,618.2992308,FALSE,46,29
1842,Noah's Ark Companion Animal Hospital,1,VFC_00000832,IMA Partner,,,,1239 Old Murphy Road,Franklin,NC,28734,Unknown,2,9,4/15/11,474,34036.46,663.6621429,FALSE,1,1
87790,Bartow Animal Clinic,1,VFC_00006792,IMA Partner,,,,1515 U.S. Highway 17 South,Bartow,FL,33830,12/31/14,1,2,1/12/15,550,2711.95,858.03,FALSE,20,10
4371,Prospect Ridge Veterinary Hospital,1,VFC_00005022,VBS Partner,,226067,,492 Prospect Avenue,West Orange,NJ,7052,5/23/12,1,1,5/15/12,557,38824.37,618.2327778,FALSE,11,5
4328,Lifetime Pet Center- New Richmond,1,VFC_00004885,VBS Partner,,225640,,1044-A OLD US 52,NEW RICHMOND,OH,45157,5/23/12,3,2,2/19/14,322,36303.01,676.2946154,FALSE,3,1
2171,Animal Kingdom Vet Care Center LLC,1,VFC_00000192,IMA Partner,,215153,,620 Liberty Way,North Liberty,IA,52317,Unknown,4,,1/31/14,2096,9304.41,915.8,TRUE,1,0
4053,Western Hills Animal Medical & Surgical Center,1,VFC_00006371,VBS Partner,,220886,,19380 Highway 105 W,Montgomery,TX,77356,5/23/12,6,3,9/28/12,2101,33186.67,692.7428571,TRUE,1,0
2761,Woodmar Animal Clinic,1,VFC_00005201,VBS Partner,,211904,,7400 Indianapolis Blvd.,Hammond,IN,46324,5/23/12,5,1,5/15/14,1299,36467.52,642.9723077,TRUE,21,9
4414,Mobile Vet Squad,1,VFC_00004926,VBS Partner,,226261,,"1333-A North Ave., Ste 728",New Rochelle,NY,10804-2120,5/23/12,1,1,5/31/12,259,39173.26,661.3083333,FALSE,17,15
106415,"Coastal Veterinary Medicine, Inc.",1,VFC_00006718,VBS Partner,,,,Mobile Practice,Laguna Beach,CA,92651,11/5/14,1,,11/21/14,0,3755.35,774.9,FALSE,2,0
92658,Englewood Animal Hospital,1,VFC_00006785,VBS Partner,,,,589 S. Main Street,Englewood,OH,45322-1502,12/29/14,3,2,1/12/15,507,3065.36,564.55,FALSE,45,11
4233,Springlake Animal Hospital,1,VFC_00005085,VBS Partner,,223600,,7400 STATE ROAD 21,KEYSTONE HGTS,FL,32656,5/23/12,2,1,6/28/13,477,13931.81,768.9525,FALSE,0,0
5666,Surprise Animal Hospital,1,VFC_00006144,VBS Partner,1705,222915,,13954 W. Waddell Road,Surprise,AZ,85379,10/23/12,11,18,8/1/11,90,32004.33,699.926,FALSE,0,0
2282,Lake Harbin Animal Hospital,1,VFC_00000815,IMA Partner,,,,2056 Lake Harbin Rd,Morrow,GA,30260,Unknown,3,8,8/13/11,580,31467.89,624.1136364,FALSE,3,1
2463,Inwood Animal Center,1,VFC_00004844,VBS Partner,,634,,7611 Winchester Avenue,Inwood,WV,25428,5/23/12,18,2,2/28/13,2380,19775.24,771.84,TRUE,0,0
91061,Kimberling Animal Hospital,1,VFC_00006806,IMA Partner,,,,5 Fisher Creek Drive,Kimberling,MO,65686,4/2/14,1,4,1/29/15,568,4700.43,547.905,FALSE,62,9
4397,Santa Marietta Animal Hospital,1,VFC_00005050,VBS Partner,,226189,,463 Atlanta St se,Marietta,GA,30060,5/23/12,3,,3/11/14,295,34240.98,590.378,FALSE,5,0
1882,Ridgeview Animal Clinic,1,VFC_00000222,IMA Partner,,,,Dr William Hesse,New Albany,IN,47150,Unknown,3,14,12/30/13,2048,28974.68,646.6261538,TRUE,26,13
2926,Monarch Veterinary Hospital,1,VFC_00004348,VBS Partner,,212597,,31271 Niguel Road,Laguna Niguel,CA,92677,5/2/12,3,3,7/31/13,1039,14551.98,654.4057143,TRUE,13,3
3771,Animal Wellness Center,1,VFC_00004508,VBS Partner,,217774,,259 JMZ Dr,Gordonsville,TN,38563,5/23/12,2,6,9/28/12,1374,41390.26,615.1073333,TRUE,10,5
3989,Countryside Animal Clinic,1,VFC_00003029,VBS Partner,,220138,,113 Edds Lane,Sterling,VA,20165,5/23/12,12,6,12/22/14,1744,8343.36,588.594,TRUE,26,12
2135,"Battle Ground Veterinary Clinic, P.C.",1,VFC_00000168,IMA Partner,,226525,,4410 Swisher Road,West Lafayette,IN,47906,Unknown,3,16,8/13/11,1786,31878.54,600.1830769,TRUE,3,3
2025,Jacksonville Cabot Vet Clinic,1,VFC_00000260,IMA Partner,,,,6619 John Harden Dr,Cabot,AR,72023,Unknown,2,1,7/1/11,492,10911.76,1089.37,FALSE,1,1
2265,Park Hill Pet Clinic PA,1,VFC_00000098,IMA Partner,,,,2900 N Main Street,N Little Rock,AR,72116,Unknown,1,1,1/18/11,722,34601.18,651.587,FALSE,0,0
5645,North Buckeye Animal Hospital,1,VFC_00006149,VBS Partner,1706,,,1480 S. Watson Road,Buckeye,AZ,85326,10/15/12,7,13,8/1/11,188,48740.4,634.63,FALSE,4,1
3942,Holcomb Bridge Animal Hospital,1,VFC_00004820,IMA Partner,,219550,,1575 HOLCOMB BRIDGE RD,ROSWELL,GA,30076,5/23/12,5,1,3/15/13,1064,28009.76,611.66,TRUE,17,4
3990,Franklin Animal Clinic,1,VFC_00004305,VBS Partner,,220140,,1623 Pittsburgh Rd,Franklin,PA,16323,5/23/12,6,,5/31/12,1304,28066.66,610.8946154,TRUE,3,3
3157,Bay Creek Animal Clinic,1,VFC_00004265,VBS Partner,,213639,,1236 E Main St,League City,TX,77573,5/2/12,3,2,4/16/13,1180,21943.64,779.994,TRUE,12,11
2381,Broadview Animal and Bird Hospital,1,VFC_00003102,VBS Partner,,1153,,7553 Broadview Road,Seven Hills,OH,44131,5/23/12,5,1,1/20/14,2096,19228.17,609.73,TRUE,3,2
82121,Animal Clinic of Plainfield,1,VFC_00006661,VBS Partner,,,,2324 E Main Street,Plainfield,IN,46168,9/8/14,3,2,9/10/14,1849,5784.9,561.4625,TRUE,2,0
5875,Middendorf Animal Hospital and Laser Center,1,VFC_00006287,IMA Partner,,,,9930 Berberich Drive,Florence,KY,41042,1/21/13,2,1,2/28/13,2151,28464.56,613.4635714,TRUE,1,1
74077,Houston County Animal Clinic,1,VFC_00006447,VBS Partner,,,,4050 West Main Street,Erin,TN,37061-4167,12/2/13,3,1,12/11/13,240,5092.38,588.83,FALSE,0,0
2055,Washington Veterinary Clinic,1,VFC_00000482,IMA Partner,,,,5585 Highway 100,Washington,MO,63090,Unknown,2,1,10/31/11,1397,25726.93,662.55,TRUE,0,0
3757,Best Friends Animal Hospital,1,VFC_00006367,VBS Partner,,217636,,12220 Towne Lake Dr,Fort Myers,FL,33913,5/23/12,9,2,3/18/14,3425,19848.89,657.9141667,TRUE,72,35
2086,Hardee Animal Clinic,1,VFC_00000152,IMA Partner,,,,1927 Hwy 17 North,Wauchula,FL,33873,Unknown,1,1,11/1/12,1998,30630.75,635.8933333,TRUE,0,0
2945,The Animal Doctor,1,VFC_00004142,VBS Partner,,212653,,10195 Telephone Rd.,Ventura,CA,93004,5/23/12,7,1,4/16/13,889,28928.1,561.2254545,FALSE,2,0
6014,Walnut Creek Veterinary Clinic,1,VFC_00006325,VBS Partner,,,,"11336 S. 96th St., Ste#106",Papillion,NE,68046,5/21/13,3,12,3/11/14,1634,23758.25,652.0814286,TRUE,11,7
75357,Shenandoah Veterinary Hospital,1,VFC_00006455,VBS Partner,,,,1152 Shepherdstown Road,Martinsburg,WV,25404,12/5/13,6,2,2/19/14,3615,13705.02,659.5225,TRUE,3,3
15762,Dickinson County Animal Clinic,1,VFC_00006411,VBS Partner,,,,1964 Highway 9,Spirit Lake,IA,51360,10/1/13,2,2,12/11/13,432,5105.24,684.55,FALSE,5,1
78517,Animal Hospital of Lake Mary,1,VFC_00006494,VBS Partner,,,,3895 Lake Emma Road,Lake Mary,FL,32746,2/13/14,4,15,3/4/14,1227,16844.15,685.3616667,TRUE,25,12
2051,Amanda Animal Hospital,1,VFC_00000347,VBS Partner,,219315,,6550 Lancaster Circleville Rd SW,Lancaster,OH,43130,5/23/14,2,1,5/14/14,656,34294.6,619.167,FALSE,0,0
2585,Bellefonte Animal Clinic,1,VFC_00004554,VBS Partner,,101209,,1550 Kenwood Drive,Russell,KY,41169,5/23/12,3,1,10/15/12,994,37504.32,642.32,FALSE,6,0
2441,"Brantley and Jordan Animal Hospital, P.C.",1,VFC_00004573,VBS Partner,,403,,5698 THOMASTON RD,MACON,GA,31220,5/23/12,5,1,10/15/12,753,16391.63,624.06,FALSE,0,0
3312,Sudbury Animal Hospital,1,VFC_00003079,IMA Partner,,214551,,PO Box 477,Sudbury,MA,1776,5/2/12,6,2,2/19/14,1123,12242.53,618.86,TRUE,2,2
2067,Well Pets Inc,1,VFC_00000064,IMA Partner,,,,508 Stony Creek Circle,Noblesville,IN,46060,Unknown,1,3,4/15/11,3813,26433.08,696.6833333,TRUE,0,0
15069,Mainstay Veterinary Practice,1,VFC_00006580,VBS Partner,,,,3083 Nutley Street,Fairfax,VA,22031,5/15/14,3,2,5/21/14,651,14011.21,663.342,FALSE,16,10
2181,Northland Mobile Veterinary Clinic,1,VFC_00006439,VBS Partner,1667,211754,,11923 NE Sherman Rd,Kansas City,MO,64156,11/5/13,1,1,12/11/13,976,37301.07,615.6084615,FALSE,3,0
76187,Gentle Care Animal Hospital,1,VFC_00006471,VBS Partner,,,,"601 Kasold Drive, Suite D105",Lawrence,KS,66049-3236,12/23/13,3,2,5/29/14,1643,7778.75,641.0266667,TRUE,2,0
105721,Loyal Family Veterinary Hospital,1,VFC_00006674,VBS Partner,,,,677 120th Ave Suite 2A,Bellevue,WA,98005,9/25/14,2,5,9/30/14,284,4062.77,575.595,FALSE,19,10
5662,Goodyear Animal Hospital,1,VFC_00006150,VBS Partner,1704,221029,,380 N. Estrella Parkway,Goodyear,AZ,85338,10/22/12,12,40,8/1/11,115,33982.9,658.6622222,FALSE,1,1
94534,Marlboro Veterinary Services,1,VFC_00006860,IMA Partner,,,,101 Donaldson Rd W,Blenheim,SC,29516,4/2/14,1,1,2/19/15,338,2705.2,670.05,FALSE,7,6
4447,Your Pets Wellness,1,VFC_00004409,VBS Partner,,,,2319 N. Damen Ave,CHICAGO,IL,60647,5/23/12,3,3,7/22/14,191,33057.8,680.221,FALSE,13,6
5946,About Pets Inc,1,VFC_00006315,VBS Partner,,,,1017 Apollo Beach Blvd,Apollo Beach,FL,33572,3/22/13,1,,4/16/13,1542,23480.12,623.8288889,TRUE,0,0
88638,Heart of Suwanee Animal Hospital,1,VFC_00006723,VBS Partner,,,,750 Peachtree Industrial Boulevard,Suwanee,GA,30024,4/2/14,2,3,11/17/14,1905,4806.9,605.9,TRUE,10,8
1953,Aston Vet Hospital LLC,1,VFC_00000180,IMA Partner,,,,5200 Pennell Rd,Media,PA,19063,Unknown,12,6,9/18/13,6081,22119.19,656.09625,TRUE,1,0
2526,Merrimac Valley Animal Hospital,1,VFC_00004918,VBS Partner,,1174,,26 Haverhill Road,Amesbury,MA,1913,5/23/12,13,3,11/30/12,1393,38527.95,640.8275,TRUE,21,8
6043,Sully Animal Hospital,1,VFC_00006431,IMA Partner,,,,5095 Westfields Blvd,Centreville,VA,20120,10/29/13,6,2,7/14/14,573,15933.89,721.52,FALSE,54,30
2362,Brooklyn Veterinary Hospital,1,VFC_00002023,IMA Partner,,,,150 Hartford Road,Brooklyn,CT,6234,Unknown,4,2,4/23/12,1700,30229.44,628.047,TRUE,1,1
2011,McAfee Animal Hospital,1,VFC_00000524,IMA Partner,,219044,,651 Eastport Centre Drive,Valparaiso,IN,46383,Unknown,8,2,2/19/14,3097,23774.28,598.2090909,TRUE,0,0
3421,Manheim Pike Veterinary Hospital,1,VFC_00004906,VBS Partner,,215245,,1669 Manheim Pike,Lancaster,PA,17601,5/23/12,5,2,2/28/13,3355,29534.34,667.7111111,TRUE,2,1
83917,Gentle Care Animal Hospital,1,VFC_00006881,IMA Partner,,,,125 West Aldersgate,Nixa,MO,65714,4/2/14,3,2,2/25/15,1315,3572.16,575.545,TRUE,21,12
82023,Crossroads Animal Hospital,1,VFC_00006883,IMA Partner,,,,3232 N Dettman Rd,Jackson,MI,49201,4/2/14,2,4,2/26/15,901,2828.75,763.79,FALSE,89,12
3276,Desert Veterinary Clinic PLC,1,VFC_00004695,VBS Partner,,214361,,995 S 5th Ave,Yuma,AZ,85364,5/23/12,14,4,5/31/12,3064,29707.69,667.08,TRUE,29,16
85866,Maine Coast Veterinary Hospital and Deer Isle Veterinary Clinic,1,VFC_00006698,VBS Partner,,,,163 South St,Blue Hill,ME,4614,4/2/14,7,3,2/26/15,273,1904.45,578.3,FALSE,12,6
99156,Woodstock Animal Hospital,1,VFC_00006555,VBS Partner,,,,240 Tinker Street,Woodstock,NY,12498,4/16/14,1,1,8/22/14,626,3921.37,621.85,FALSE,8,3
81072,Kruger Animal Hospital,1,VFC_00006709,VBS Partner,,,,1824 Hovey Ave,Normal,IL,61761,4/2/14,4,2,11/7/14,2115,5560.81,687.065,TRUE,9,5
102008,Country Lakes Animal Clinic,1,VFC_00006631,VBS Partner,,,,378 U.S. Highway 46,Mine Hill,NJ,7803,8/6/14,1,1,8/10/14,853,11068.03,584.4733333,FALSE,55,16
2924,Calhoun County Animal Hospital,1,VFC_00004229,VBS Partner,,212570,,1015 N Hwy 35,Port Lavaca,TX,77979,5/2/12,1,2,9/28/12,758,11857.73,783.01,FALSE,0,0
3918,Candlewood Animal Hospital,1,VFC_00004594,VBS Partner,,219334,,117 Kent Road,New Milford,CT,6776,5/23/12,2,1,3/27/13,147,30120.61,582.064,FALSE,5,3
4403,East Coast Veterinary Services,1,VFC_00004715,VBS Partner,,226226,,8800 N. US 1 Suite 3B,Sebastian,FL,32958,5/23/12,8,,10/15/12,568,26468.43,715.81125,FALSE,7,2
1949,Hybla Valley Veterinary Hospital,1,VFC_00006254,IMA Partner,,215518,,7627 Richmond Hwy,Alexandria,VA,22306,1/18/13,9,3,1/18/11,1223,25683.84,678.09,TRUE,8,4
78065,Kraft Mobile Veterinary Clinic,1,VFC_00006483,VBS Partner,,,,"547 South 7th Street, #380",Bismarck,ND,58504,2/13/14,1,1,2/6/14,121,15069.81,706.9683333,FALSE,3,2
2014,Indian Street Animal Clinic,1,VFC_00000566,VBS Partner,,,,1233 SE Indian Street,Stuart,FL,34997,10/15/12,1,1,11/16/12,896,21183.35,572.114,FALSE,2,0
3656,Pet Care Associates,1,VFC_00004995,VBS Partner,,216837,,5250 Hog Mountain Road,Flowery Branch,GA,30542,5/23/12,2,6,5/31/12,1485,34026.13,677.3918182,TRUE,11,1
5801,University Animal Clinic,1,VFC_00006197,VBS Partner,1746,,,8239 Cooper Creek Boulevard,University Park,FL,34201,12/12/12,5,4,12/31/12,1473,29383.35,699.92125,TRUE,1,0
2588,Lockwillow Avenue Animal Clinic,1,VFC_00004893,IMA Partner,,101227,,27 N Lockwillow Ave,Harrisburg,PA,17112,5/23/12,1,,5/15/12,424,40556.27,693.9388889,FALSE,3,1
12050,Parkland Veterinary Hospital,1,VFC_00006400,VBS Partner,,,,7675 North State Road 7,Parkland,FL,33073,9/17/13,1,1,3/18/14,275,9756.47,708.75,FALSE,6,4
80170,Animal Medical Services,1,VFC_00006832,IMA Partner,,,,2918 Mount Vernon Ave,Evansville,IN,47712,1/28/15,2,7,3/2/15,1248,2837.6,664.65,TRUE,23,5
3346,Animal Care Center of Weeki Wachee,1,VFC_00006474,VBS Partner,,214779,,7068 Commercial Way,Weeki Wachee,FL,34613,1/6/14,3,,10/15/12,1800,35865.92,738.451,TRUE,4,1
4156,Berryville Avenue Veterinary Clinic,1,VFC_00004559,VBS Partner,,222234,,370 Battle Avenue,Winchester,VA,22601,5/23/12,1,3,2/19/13,347,28710.16,576.7066667,FALSE,4,1
1881,Northern Valley Animal Clinic,1,VFC_00000195,IMA Partner,,215813,,3309 Alberta Dr NE,Rochester,MN,55906,Unknown,3,6,1/20/11,1875,26407.53,625.4863636,TRUE,5,4
4176,Advanced Animal Care Center,1,VFC_00004458,VBS Partner,,222617,,260 Evergreen Avenue,South Huntington,NY,11746,5/23/12,2,,5/15/12,421,40773.11,601.8736364,FALSE,6,4
2961,"ARKLE Veterinary Care, LLC",1,VFC_00004514,IMA Partner,,212728,,1020 Concord Rd,Smyrna,GA,30080,5/23/12,1,7,5/15/12,551,18592.29,584.094,FALSE,11,4
4623,Pet Haven Veterinary Clinic,1,VFC_00006244,VBS Partner,,703,,2518 W 13th Street,Wichita,KS,67203,5/2/12,11,2,7/31/13,3165,21737.05,624.2911111,TRUE,21,15
2862,Veterinary Associates of Hattiesburg,1,VFC_00005164,VBS Partner,,212255,,1907 BROADWAY DR,HATTIESBURG,MS,39402,5/23/12,3,,11/1/12,1569,32449.61,706.49875,TRUE,3,3
2464,Bel-Aire Veterinary Hospital,1,VFC_00004550,VBS Partner,,669,,7712 Kenmont Rd,Greensboro,NC,27409,5/23/12,3,2,4/7/14,744,25661.55,641.3375,FALSE,7,6
2155,Barrington Oaks Veterinary Hospital,1,VFC_00000585,IMA Partner,,,,710 Dodge Ave. Suite F,Elk River,MN,55330,Unknown,10,1,4/15/11,4541,10072.78,674.885,TRUE,3,1
6769,Four Loving Paws Veterinary Services,1,VFC_00006470,IMA Partner,,,,965 West Craig Avenue,Brazil,IN,47834,12/23/13,1,2,12/23/13,78,11370.33,607.052,FALSE,3,3
94465,Rehm Animal Clinic at Timber Run,1,VFC_00006735,VBS Partner,,,,12481 County Road 64,Loxley,AL,36551,4/2/14,4,7,11/20/14,381,5369.88,594.6,FALSE,70,19
4423,Lamczyk Veterinary Clinic LLC,1,VFC_00004871,VBS Partner,,226303,,12246 N Sparrow Lane,Mt. Vernon,IL,62864,5/23/12,5,1,5/15/14,1773,22313.29,619.4375,TRUE,10,6
84207,East Shelbyville Animal Clinic,1,VFC_00006596,VBS Partner,,,,731 Mount Eden Road,Shelbyville,KY,40065,6/27/14,2,1,6/15/14,888,12502.18,532.04,FALSE,6,3
2610,Gulf Gate Animal Hospital,1,VFC_00004314,VBS Partner,,201297,,2031 Bispham Rd,Sarasota,FL,34231,5/2/12,3,4,9/18/14,830,9809.8,692.1,FALSE,13,6
92943,Fair Grove Veterinary Service,1,VFC_00006730,VBS Partner,,,,5348 E. State Highway CC,Fair Grove,MO,65648,4/2/14,3,4,11/20/14,636,2969.4,682.65,FALSE,7,7
99694,Pet Medical Center,1,VFC_00006576,VBS Partner,,,,100 Mitchell Boulevard,Tullahoma,TN,37388,5/13/14,2,4,5/18/14,1112,9239.23,647.0166667,TRUE,2,2
99203,Lansdowne Animal Hospital,1,VFC_00006558,VBS Partner,,,,19393 Promenade Drive,Leesburg,VA,20176,4/17/14,2,2,6/5/14,943,8156.61,645.23,FALSE,20,6
2395,Warren Animal Hospital,1,VFC_00003120,IMA Partner,,201313,,3461 Memorial Blvd,Murfreesboro,TN,37129,8/14/12,2,8,11/23/14,528,19282.9,605.964,FALSE,5,3
87720,Lewisburg Animal Hospital,1,VFC_00006618,VBS Partner,,,,1113 E Commerce St,Lewisburg,TN,37091,7/21/14,2,1,7/24/14,1208,4951.49,592.225,TRUE,12,3
4672,LePar Animal Hospital,1,VFC_00004334,VBS Partner,,212962,,3811 W 95th St,Evergreen Park,IL,60805,5/23/12,13,1,12/11/13,2152,10799.69,655.8,TRUE,2,0
1930,Animal Health Clinic of Funkstown,1,VFC_00000626,IMA Partner,,213253,,26 E Baltimore Street,Funkstown,MD,21734,Unknown,6,1,7/1/11,1876,21025.27,586.4542857,TRUE,0,0
2287,Animal Clinic of Michigan City,1,VFC_00000352,IMA Partner,,,,1943 S Woodland Ave.,Michigan City,IN,46360,Unknown,1,,8/20/14,1006,11317.03,547.9375,TRUE,7,4
100906,Washington Family Vet Clinic,1,VFC_00006598,VBS Partner,,,,969 N 3050 E Suite B1-A,St. George,UT,84790,6/19/14,3,3,6/20/14,3431,9975.95,569.29,TRUE,31,8
3731,"Paws 'N Claws Veterinary Clinic, LLC",1,VFC_00004989,VBS Partner,,217446,,"Sharon A Johnson, DVM",Burlington,NJ,8016,5/23/12,2,,2/22/13,100,22842.82,594.1933333,FALSE,5,2
87415,East Orange Animal Hospital,1,VFC_00006857,VBS Partner,,,,11937 E. Colonial Dr.,Orlando,FL,32826,4/2/14,4,3,3/4/15,2007,1713.79,599.65,TRUE,6,2
1960,Winchester Pet Care Center,1,VFC_00000345,IMA Partner,,,,15070 W. 116th St.,Olathe,KS,66062,Unknown,1,6,1/20/11,1032,27543.68,604.0944444,TRUE,12,7
1901,Blue Sky Veterinary Clinic,1,VFC_00000456,IMA Partner,,213704,,20205 Powers Road,Bend,OR,97702,6/2/14,11,4,2/16/11,2222,24594.98,597.4622222,TRUE,0,0
2045,Companion Animal Hospital of Traverse City,1,VFC_00000457,IMA Partner,,,,1885 Chartwell Dr,Traverse City,MI,49696,Unknown,4,6,8/31/11,850,24026.14,609.6933333,FALSE,0,0
1966,Bluffs Animal Hospital,1,VFC_00006323,VBS Partner,,218709,,13700 US HWY 1,Juno Beach,FL,33408,4/4/13,2,4,7/17/11,833,24141.44,628.4428571,FALSE,13,5
3024,Critter Fixer II,1,VFC_00004287,VBS Partner,,213026,,102 Starlight Drive,Bonaire,GA,31005,5/2/12,1,1,6/11/14,2714,8020.45,718.7,TRUE,0,0
5941,Bedford Greenwich Animal Hospital,1,VFC_00006279,VBS Partner,,,,49 Round House Rd.,Bedford,NY,10506,2/21/13,2,1,3/29/13,1161,19398.98,712.275,TRUE,32,1
5821,Kindness Animal Hospital,1,VFC_00006206,VBS Partner,1808,,,11035 S. Memorial Drive,Tulsa,OK,74133,12/12/12,3,1,12/11/13,733,6216.31,555.345,FALSE,0,0
4070,Belle Plaine Animal Hospital,1,VFC_00004553,VBS Partner,,221034,,304 South Ash St,Belle Plaine,MN,56011,5/23/12,1,3,5/15/12,1319,39218.97,613.846,TRUE,7,4
2233,Animal Health Center,1,VFC_00000406,IMA Partner,,,,190624 Highway 26,Scottsbluff,NE,69361,Unknown,5,1,3/12/15,99,13837.55,531.3,FALSE,6,4
3658,Stone Hill Veterinary Clinic PC,1,VFC_00003589,VBS Partner,,216853,,15906 165th Avenue,Big Rapids,MI,49307,5/23/12,5,,5/11/14,0,18937.47,639.174,FALSE,2,1
108118,Best Pets Veterinary Hospital,1,VFC_00006789,VBS Partner,,,,2600 Main St,Tewksbury,MA,1876,12/30/14,2,2,1/14/15,630,3841.36,621.66,FALSE,77,16
1904,Marshall Veterinary Clinic,1,VFC_00000520,IMA Partner,,214741,,4216 Frost Street,Marshall,VA,20116,Unknown,8,3,4/23/12,543,20091.73,638.6566667,FALSE,0,0
90424,Miracle Hills Animal Hospital,1,VFC_00006803,VBS Partner,,,,606 N 114th St,Omaha,NE,68154,4/2/14,1,2,1/12/15,256,2376.86,500.65,FALSE,46,8
3923,"East Columbus Veterinary Hospital, Inc",1,VFC_00004716,VBS Partner,,219394,,855 E. Livingston Ave,Columbus,OH,43205,5/23/12,5,3,12/17/12,1090,31747.36,608.64375,TRUE,107,10
2132,Animal Clinic Of Platte County,1,VFC_00000137,IMA Partner,,,,6300 N STATE ROUTE 9,Parkville,MO,64152-3543,Unknown,1,2,6/28/13,1159,16611.02,735.6866667,TRUE,81,10
1981,Longmeadow Animal Hospital,1,VFC_00000025,IMA Partner,,1244,,19764 Longmeadow Road,Hagerstown,MD,21742,Unknown,1,2,2/18/13,2898,20273.86,583.1871429,TRUE,0,0
1899,"Meadowbrook Veterinary Clinic, P.C.",1,VFC_00000281,IMA Partner,,218078,,1624 W War Memorial Drive,Peoria,IL,61614,Unknown,8,1,4/15/11,1836,18029.94,800.0033333,TRUE,1,1
92660,DICKINSON-MCNEILL VETERINARY CLINIC,1,VFC_00006585,VBS Partner,,,,99 BORDENTOWN CHESTERFIELD RD,CHESTERFIELD,NJ,8515,5/29/14,1,1,7/30/14,708,11415.89,649.5625,FALSE,30,14
5985,Main Street Veterinary Hospital,1,VFC_00006343,VBS Partner,,,,20306 North Main Street,Cornelius,NC,28031,3/28/13,2,1,9/3/14,1280,17257.66,592.0875,TRUE,1,0
2717,Centreville Square Animal Hospital,1,VFC_00004627,IMA Partner,,211663,,14215 L Centreville Square,Centreville,VA,20121,5/23/12,10,4,3/11/14,264,19362.66,610.975,FALSE,22,8
5650,Arrowhead Ranch Animal Hospital,1,VFC_00006153,VBS Partner,1695,,,6750 W. Deer Valley Road,Glendale,AZ,85310,10/17/12,9,27,1/3/14,841,31846.1,564.4275,FALSE,0,0
2043,Pet Wellness Center PC,1,VFC_00000410,IMA Partner,,,,8257 Express Drive,Marion,IL,62959,Unknown,1,2,11/1/12,1206,16777.92,648.07,TRUE,5,5
5975,"Cat Care Professionals, LLC",1,VFC_00006313,VBS Partner,,,,17888 Mcewan Rd,Lake Oswego,OR,97035,3/28/13,3,4,4/16/13,889,29084.15,703.2685714,FALSE,43,14
2183,"Oceanview Veterinary Hospital, Inc",1,VFC_00000547,IMA Partner,,,,1210 North Third Street,Jacksonville Beach,FL,32250,Unknown,2,,5/31/11,1591,16230.89,565.34,TRUE,2,2
2772,Green Cove Animal Hospital,1,VFC_00004310,VBS Partner,,211944,,3363 US Highway 17 North,Green Cove Springs,FL,32043,5/23/12,2,,11/30/12,898,26293.42,610.99375,FALSE,25,8
2059,Mount Vernon Animal Hospital,1,VFC_00006282,VBS Partner,,,,316 Vernedale Dr.,Mount Vernon,OH,43050,2/20/13,4,3,6/8/14,879,15522.91,554.666,FALSE,1,1
2174,Brookfield Animal Hospital,1,VFC_00000273,IMA Partner,,,,329 Federal Road,Brookfield,CT,6804,Unknown,7,6,4/17/15,4067,18361.91,653.5075,TRUE,3,1
2296,Sumner Veterinary Hospital,1,VFC_00000173,IMA Partner,,223785,,16024 60th Street E,Sumner,WA,98390,Unknown,21,38,7/21/14,6840,12661.59,760.38,TRUE,3,1
3819,Animal Hospital of Fate,1,VFC_00004252,VBS Partner,,218136,,1001 North W.E. CRAWFORD,Rockwall,TX,75087,5/23/12,2,,2/28/13,465,15373.14,556.75,FALSE,24,8
5774,Bay City Veterinary Clinic,1,VFC_00008109,VBS Partner,1778,,,4501 7th St.,Bay City,TX,77414,8/11/14,6,3,8/15/14,2482,8817.15,691.68,TRUE,7,3
2955,Desert Veterinary Clinic,1,VFC_00006225,VBS Partner,,212709,,42 Goethals Drive,Richland,WA,99352,5/23/12,7,2,12/17/12,3019,32923.89,640.3416667,TRUE,1,0
3509,"Chillicothe Animal Clinic, Inc.",1,VFC_00003292,VBS Partner,,215771,,1100 Eastern Avenue,Chillicothe,OH,45601,5/2/12,6,1,9/15/14,2224,10656.53,647.725,TRUE,0,0
2026,Northwest Veterinary Hospital,1,VFC_00000314,IMA Partner,,,,104 Main St,Delta,OH,43515,Unknown,4,3,2/17/11,2094,18591.25,629.68,TRUE,3,2
81641,Poland Veterinary Centre,1,VFC_00006898,IMA Partner,,,,6609 Clingan Rd,Poland,OH,44514,4/2/14,4,3,3/20/15,1259,1666.95,519.65,TRUE,35,12
4446,Davis Veterinary Service - Rensselaer,1,VFC_00004687,VBS Partner,,226406,,1687 N US HWY 231,Rensselaer,IN,47978,5/23/12,5,4,3/18/15,1337,3695.46,512.8,TRUE,6,3
