DVM ID,Practice Name,Active,Partner,State,Zip,Marketing Email Pref,Vet Users,Staff Users, Past Year Revenue , avgMonthlyRev , avgMonthlyRevPerUser 
4496,Jones Veterinary Hospital,1,VBS Partner,AL,36420,Companion Animal,3,0,2517.88,209.8233333,69.94111111
4497,Janesville Veterinary Clinic East,1,VBS Partner,WI,53545,Companion Animal,7,4,9678.44,806.5366667,73.32151515
4499,Merrick Veterinary Group,1,VBS Partner,NY,11566,Companion Animal,4,1,3983.69,331.9741667,66.39483333
4502,Adams Vet2Pet,1,VBS Partner,VA,23434,Companion Animal,2,0,18484.22,1540.351667,770.1758333
4510,Blue Oak Veterinary Hospital,1,VBS Partner,CA,95642,Companion Animal,3,3,4870.39,405.8658333,67.64430556
4511,Capitol Hill Animal Clinic,1,VBS Partner,DC,20003,Companion Animal,3,0,17424.34,1452.028333,484.0094444
4519,All Pets Veterinary Hospital,1,VBS Partner,NH,03062,Companion Animal,13,4,4060.11,338.3425,19.9025
4522,Pola Mobile Pet Care,1,VBS Partner,FL,32608,Companion Animal,1,0,73.95,6.1625,6.1625
4524,Visiting Vet,1,VBS Partner,NY,10976,Companion Animal,1,0,3739.87,311.6558333,311.6558333
4527,LaVale Veterinary Hospital,1,VBS Partner,MD,21502,Companion Animal,7,0,12737.65,1061.470833,151.6386905
4529,Carmel Veterinary Clinic,1,VBS Partner,IN,46033,Companion Animal,5,1,302.85,25.2375,4.20625
4537,Baxter Veterinary Clinic,1,VBS Partner,SC,29708,Companion Animal,4,0,11513,959.4166667,239.8541667
4539,Greenbelt Veterinary Hospital,1,IMA Partner,TX,79705,Companion Animal,11,4,16504.47,1375.3725,91.6915
4541,Animals R Special,1,VBS Partner,OH,43054,Companion Animal,2,0,4559.64,379.97,189.985
4547,Merrill Animal Clinic,1,VBS Partner,FL,32277,Companion Animal,4,7,8306.15,692.1791667,62.92537879
4549,Lakeway Animal Medical and Surgical Clinic,1,VBS Partner,TX,77318,Companion Animal,6,4,2547.06,212.255,21.2255
4551,The Whole Pet,1,VBS Partner,IL,60103,Companion Animal,11,8,9038.57,753.2141667,39.64285088
4560,Columbia Animal Clinic,1,VBS Partner,OH,44028,Companion Animal,3,1,14020.66,1168.388333,292.0970833
4562,Paws for Holistic Pet Care,1,VBS Partner,VA,20115,Companion Animal,2,0,2966.98,247.2483333,123.6241667
4563,North Pines Animal Hospital,1,VBS Partner,TX,77318,Companion Animal,4,0,6718.78,559.8983333,139.9745833
4568,Centreville Animal Hospital,1,VBS Partner,VA,20121,Companion Animal,11,0,3888.45,324.0375,29.45795455
4574,Houston Mobile Veterinary Clinic,1,VBS Partner,TX,77401,Companion Animal,1,2,34138.44,2844.87,948.29
4606,Mobile Veterinary Service of the Palm Beaches,1,VBS Partner,FL,33405,Companion Animal,1,0,23101.08,1925.09,1925.09
4607,Clover Valley Vet,1,VBS Partner,WA,98367,Equine,2,3,7770.56,647.5466667,129.5093333
4608,Caravan Vet,1,VBS Partner,MN,55404,Companion Animal,1,1,18528.56,1544.046667,772.0233333
4610,Four Paws Mobile Veterinary Clinic,1,IMA Partner,VA,23601,Companion Animal,1,0,16679.08,1389.923333,1389.923333
4613,Spay Now Animal Surgery Clinic,1,VBS Partner,MD,21638,Companion Animal,6,12,10127.41,843.9508333,46.88615741
4617,Connecticut Valley Veterinary Associates,1,VBS Partner,CT,06457,Companion Animal,51,9,99134.86,8261.238333,137.6873056
4618,Machias Veterinary Clinic,1,IMA Partner,NY,14101,Companion Animal,1,0,4075.74,339.645,339.645
4619,Olde Towne Animal Hospital,1,IMA Partner,GA,30188,Companion Animal,1,1,16479.53,1373.294167,686.6470833
4621,American Animal Hospital,1,IMA Partner,NE,68164,Companion Animal,9,14,32705.99,2725.499167,118.4999638
4623,Pet Haven Veterinary Clinic,1,VBS Partner,KS,67203,Companion Animal,11,2,13724.66,1143.721667,87.97858974
4634,Texas Family Pet,1,IMA Partner,TX,75071,Companion Animal,2,1,306.85,25.57083333,8.523611111
4652,Shiloh Animal Hospital,1,IMA Partner,NC,27560,Companion Animal,2,9,8840.31,736.6925,66.97204545
4660,Animal Health Care Center,1,VBS Partner,WA,98057,Companion Animal,8,2,5950.61,495.8841667,49.58841667
4661,Animal General,1,VBS Partner,NY,10024,Companion Animal,7,0,7050.61,587.5508333,83.93583333
4668,Pond Point Animal Hospital,1,VBS Partner,CT,06460,Companion Animal,5,5,23611.74,1967.645,196.7645
4669,Glade Valley Animal Hospital,1,VBS Partner,MD,21701,Companion Animal,4,11,19273.52,1606.126667,107.0751111
4670,Countryside Veterinary Hospital,1,VBS Partner,PA,15642,Companion Animal,3,2,775.63,64.63583333,12.92716667
4673,Rainbow Veterinary Clinic,1,VBS Partner,OH,44121,Companion Animal,2,6,87657.11,7304.759167,913.0948958
4674,Belle Mead Animal Hospital,1,IMA Partner,NJ,08844,Companion Animal,8,1,10558.89,879.9075,97.7675
4675,New Hartford Animal Hospital & Care Center,1,IMA Partner,NY,13413,Companion Animal,7,2,3905.4,325.45,36.16111111
4678,Clevengers Corner Veterinary Care,1,VBS Partner,VA,20106,Companion Animal,6,2,68580.2,5715.016667,714.3770833
4680,Animal Medical Center,1,VBS Partner,IN,46219,Companion Animal,7,1,4334.22,361.185,45.148125
4682,Murphy Road Animal Hospital,1,VBS Partner,TN,37209,Companion Animal,13,4,83392.81,6949.400833,408.7882843
4685,Gibson Veterinary Clinic,1,VBS Partner,IL,60936,Companion Animal,8,2,8531.22,710.935,71.0935
4686,Moon Veterinary Hospital PC,1,VBS Partner,PA,15108,Companion Animal,7,3,20745.35,1728.779167,172.8779167
4692,Brady's Run Veterinary Hospital,1,IMA Partner,PA,15066,Companion Animal,3,0,62737.94,5228.161667,1742.720556
4742,Lawndale Veterinary Hospital,1,VBS Partner,NC,27455,Companion Animal,6,2,22076.35,1839.695833,229.9619792
4746,River Country Animal Wellness,1,VBS Partner,WI,53949,Companion Animal,1,0,9410.92,784.2433333,784.2433333
4753,Atlas Vet DC,1,VBS Partner,DC,20002,Companion Animal,6,7,71038.75,5919.895833,455.3766026
4811,At Home Veterinary,1,VBS Partner,NY,10036,Companion Animal,1,0,882.02,73.50166667,73.50166667
4817,Value Vet,1,IMA Partner,TN,37211,Companion Animal,27,13,97012.75,8084.395833,202.1098958
4818,Value Vet,1,IMA Partner,GA,30044,Companion Animal,11,19,52712.24,4392.686667,146.4228889
4924,Cats on Broadway Hospital,1,VBS Partner,MT,59802,Companion Animal,2,1,1019.95,84.99583333,28.33194444
4939,Carolina Pets Animal Hospital,1,VBS Partner,NC,28104,Companion Animal,2,3,9662.43,805.2025,161.0405
5075,Ormewood Animal Hospital,1,VBS Partner,GA,30316,Companion Animal,2,5,3698.88,308.24,44.03428571
5118,Werntz Memorial Animal Hospital,1,IMA Partner,PA,15235,Companion Animal,1,0,299.9,24.99166667,24.99166667
5217,Crossroads Pet Professionals,1,VBS Partner,TN,37027,Companion Animal,3,7,5697.37,474.7808333,47.47808333
5351,Valley Animal Hospital,1,VBS Partner,AZ,85711,Companion Animal,22,9,34287.89,2857.324167,92.17174731
5434,Apopka Veterinary Clinic,1,VBS Partner,FL,32703,Companion Animal,1,0,5742.26,478.5216667,478.5216667
5452,Cat Clinic of Cary,1,VBS Partner,NC,27513,Companion Animal,3,2,42381.22,3531.768333,706.3536667
5546,Kodiak Veterinary Hospital,1,VBS Partner,NH,03051,Companion Animal,1,5,993.19,82.76583333,13.79430556
5547,All Creatures Veterinary Clinic,1,VBS Partner,WV,24740,Companion Animal,3,4,17813.17,1484.430833,212.0615476
5577,Budget Vet,1,VBS Partner,GA,30012,Companion Animal,1,0,16129.14,1344.095,1344.095
5578,Extra Mile Vet,1,VBS Partner,OR,97007,Companion Animal,1,0,7713.53,642.7941667,642.7941667
5603,Veterinary Center of Sarasota,1,VBS Partner,FL,34236,Companion Animal,1,3,19329.77,1610.814167,402.7035417
5605,Animal Emergency & Referral Associates Employee Store,1,VBS Partner,NJ,07004,Companion Animal,5,1,10152.97,846.0808333,141.0134722
5616,Visiting Veterinary Practice of Westchester,1,VBS Partner,NY,10547,Companion Animal,1,0,3924.27,327.0225,327.0225
5617,Animal Medical Hospital,1,VBS Partner,AL,35077,Companion Animal,2,1,2584.1,215.3416667,71.78055556
5619,Terrell Veterinary Center,1,VBS Partner,TX,75160,Companion Animal,2,1,27577.16,2298.096667,766.0322222
5622,Hazlett Veterinary Services,1,VBS Partner,GA,31406,Companion Animal,1,0,10971.83,914.3191667,914.3191667
5624,Southern Veterinary Center,1,VBS Partner,TN,37167,Companion Animal,5,1,20689.71,1724.1425,287.3570833
5632,Hickory Flat Animal Hospital,1,VBS Partner,GA,30115,Companion Animal,6,1,24770.53,2064.210833,294.8872619
5635,Arrow Animal Hospital,1,VBS Partner,AZ,85306,Companion Animal,17,13,17355.81,1446.3175,48.21058333
5637,Animal Hospital at Anthem,1,VBS Partner,AZ,85086,Companion Animal,5,7,3658.94,304.9116667,25.40930556
5645,North Buckeye Animal Hospital,1,VBS Partner,AZ,85326,Companion Animal,7,13,14767.46,1230.621667,61.53108333
5647,Dove Valley Animal Hospital,1,VBS Partner,AZ,85331,Companion Animal,5,12,3738.77,311.5641667,18.32730392
5648,Beardsley Animal Hospital,1,VBS Partner,AZ,85308,Companion Animal,12,8,3860.82,321.735,16.08675
5649,Bell Ridge Animal Hospital,1,VBS Partner,AZ,85053,Companion Animal,10,9,5984.22,498.685,26.24657895
5650,Arrowhead Ranch Animal Hospital,1,VBS Partner,AZ,85310,Companion Animal,9,27,14305.41,1192.1175,33.114375
5651,Roadrunner Animal Hospital,1,VBS Partner,AZ,85381,Companion Animal,4,11,3674.03,306.1691667,20.41127778
5652,Westbrook Animal Hospital,1,VBS Partner,AZ,85382,Companion Animal,8,9,2259.67,188.3058333,11.07681373
5657,Dobson Ranch Animal Hospital,1,VBS Partner,AZ,85202,Companion Animal,5,9,2696.37,224.6975,16.04982143
5660,C.A.R.E.,1,VBS Partner,OR,97378,Companion Animal,1,1,2512.43,209.3691667,104.6845833
5661,Norterra Animal Hospital,1,VBS Partner,AZ,85085,Companion Animal,6,11,7613.37,634.4475,37.32044118
5662,Goodyear Animal Hospital,1,VBS Partner,AZ,85338,Companion Animal,13,40,12171.4,1014.283333,19.13742138
5666,Surprise Animal Hospital,1,VBS Partner,AZ,85379,Companion Animal,11,18,10626.64,885.5533333,30.53632184
5667,Scottsdale Hills Animal Hospital,1,VBS Partner,AZ,85254,Companion Animal,5,15,2234.46,186.205,9.31025
5668,Happy Valley Animal Hospital,1,VBS Partner,AZ,85310,Companion Animal,6,14,1726.06,143.8383333,7.191916667
5672,Burnham Park Animal Hospital,1,VBS Partner,IL,60605,Companion Animal,7,1,11605.15,967.0958333,120.8869792
5689,Nova Mobile Vet,1,VBS Partner,VA,22079,Companion Animal,1,1,20268.87,1689.0725,844.53625
5694,"Plantation Pet Health Center (George E. Martin, Jr. Veterinary Services)",1,VBS Partner,TX,75035,Companion Animal,2,1,4918.04,409.8366667,136.6122222
5699,Hometown Veterinary Clinic,1,VBS Partner,IL,61612,Companion Animal,3,1,32235.51,2686.2925,671.573125
5703,Redland Animal Hospital,1,VBS Partner,FL,33031,Companion Animal,5,1,8610.22,717.5183333,119.5863889
5704,Layton Animal Hospital,1,VBS Partner,WI,53221,Companion Animal,3,10,9620.56,801.7133333,61.67025641
5709,State Line Animal Hospital,1,VBS Partner,KS,66206,Companion Animal,5,4,22136.12,1844.676667,204.9640741
5713,Animal Care Hospital,1,VBS Partner,KS,67530,Companion Animal,2,3,5062.93,421.9108333,84.38216667
5719,Broadway Animal Clinic,1,VBS Partner,KS,67216,Companion Animal,3,1,6491.91,540.9925,135.248125
5726,Animal Care Center of Topeka,1,VBS Partner,KS,66607,Companion Animal,2,2,2345.02,195.4183333,48.85458333
5728,Newton Animal Hospital,1,VBS Partner,KS,67114,Companion Animal,3,1,2520.34,210.0283333,52.50708333
5733,Bowen Road Animal Clinic,1,VBS Partner,TX,76013,Companion Animal,3,1,39946.59,3328.8825,832.220625
5737,All Around Veterinary Service,1,VBS Partner,KS,66846,Companion Animal,1,0,23242.45,1936.870833,1936.870833
5743,First Capitol Animal Hospital,1,VBS Partner,MO,63301,Companion Animal,1,5,3095.93,257.9941667,42.99902778
5745,East Douglas Veterinary Clinic,1,VBS Partner,KS,67206,Companion Animal,2,1,12831.71,1069.309167,356.4363889
5747,"House Call Vet, LLC",1,VBS Partner,AL,36066,Companion Animal,1,0,2528.7,210.725,210.725
5751,Cherrydale Veterinary Clinic,1,VBS Partner,VA,22207,Companion Animal,10,1,85442.6,7120.216667,647.2924242
5753,Ajo Veterinary Clinic,1,VBS Partner,AZ,85713,Companion Animal,4,1,5204.5,433.7083333,86.74166667
5759,Bethel Animal Hospital,1,VBS Partner,KS,66109,Companion Animal,2,0,8818.41,734.8675,367.43375
5761,Rose Rock Veterinary Hospital,1,VBS Partner,OK,73069,Companion Animal,8,5,16634.42,1386.201667,106.6308974
5762,Pet Kare Clinic,1,VBS Partner,CO,80488,Companion Animal,6,2,23430.01,1952.500833,244.0626042
5763,South Congress Veterinary Clinic,1,VBS Partner,TX,78704,Companion Animal,1,0,17487.42,1457.285,1457.285
5764,Woodland West Animal Hospital,1,VBS Partner,OK,74132,Companion Animal,7,23,21277.74,1773.145,59.10483333
5771,Southpointe Veterinary Hospital,1,VBS Partner,MI,48101,Companion Animal,5,1,5984.04,498.67,83.11166667
5782,Dynamite Animal Hospital,1,VBS Partner,AZ,85262,Companion Animal,6,2,13283.69,1106.974167,138.3717708
5783,Howdershell Animal Clinic,1,VBS Partner,MO,63031,Companion Animal,7,1,3836.25,319.6875,39.9609375
5794,Andover Veterinary Clinic,1,IMA Partner,KS,67002,Companion Animal,5,3,43813.27,3651.105833,456.3882292
5797,Wildcat Veterinary Service,1,VBS Partner,KS,66502,Companion Animal,1,0,3026.79,252.2325,252.2325
5800,River's Edge Veterinary Hospital,1,VBS Partner,IL,62960,Companion Animal,3,1,5961.41,496.7841667,124.1960417
5801,University Animal Clinic,1,VBS Partner,FL,34201,Companion Animal,5,4,10187.85,848.9875,94.33194444
5802,Carr Veterinary Hospital,1,VBS Partner,NC,27310,Companion Animal,1,0,3490.13,290.8441667,290.8441667
5807,Best Friends Veterinary Hospital,1,VBS Partner,OK,74146,Companion Animal,2,2,4558.91,379.9091667,94.97729167
5812,Brushy Creek Veterinary Clinic,1,VBS Partner,TX,78717,Companion Animal,2,1,4628.73,385.7275,128.5758333
5817,Animal Medical Center,1,VBS Partner,TX,76207,Companion Animal,1,1,20612.9,1717.741667,858.8708333
5819,Innovative Veterinary Medicine,1,VBS Partner,GA,31406,Companion Animal,4,10,14213.62,1184.468333,84.60488095
5820,Green Mountain Animal Hospital,1,VBS Partner,VT,05403,Companion Animal,5,1,22231.79,1852.649167,308.7748611
5821,Kindness Animal Hospital,1,VBS Partner,OK,74133,Companion Animal,3,1,2892.98,241.0816667,60.27041667
5822,Murphy Road Animal Hospital,1,VBS Partner,TX,75048,Companion Animal,4,2,15508.61,1292.384167,215.3973611
5823,Elmwood-Grove Animal Hospital,1,VBS Partner,IL,60171,Companion Animal,3,0,1036.43,86.36916667,28.78972222
5824,Bell Road Animal Medical Center,1,VBS Partner,AL,36117,Companion Animal,1,8,27931.22,2327.601667,258.6224074
5825,Anderson Animal Clinic,1,VBS Partner,FL,33876,Companion Animal,2,1,12506.81,1042.234167,347.4113889
5826,"Eagle's Landing Veterinary Hospital (Vet Aerie, PC)",1,VBS Partner,GA,30253,Companion Animal,6,5,16267.17,1355.5975,123.2361364
5827,Kingsbury Animal Hospital,1,VBS Partner,MO,63130,Companion Animal,4,2,34725.5,2893.791667,482.2986111
5830,Sunflower Animal Hospital,1,VBS Partner,KS,66216,Companion Animal,2,0,25711.84,2142.653333,1071.326667
5833,East Haven Veterinary Service,1,VBS Partner,VT,05837,Companion Animal,1,1,2987.36,248.9466667,124.4733333
5836,Island Paws of Key West,1,VBS Partner,FL,33040,Companion Animal,1,0,8146.78,678.8983333,678.8983333
5855,Parkwood Animal Hospital,1,VBS Partner,TX,77546,Companion Animal,5,0,43525.62,3627.135,725.427
5859,Powell Veterinary Center,1,VBS Partner,OR,97202,Companion Animal,8,3,6642.99,553.5825,50.32568182
5860,Angel Fire Small Animal Hospital,1,VBS Partner,NM,87710,Companion Animal,1,1,6988.71,582.3925,291.19625
5867,Fairway Knolls Veterinary Hospital,1,VBS Partner,IL,61701,Companion Animal,1,0,3913.34,326.1116667,326.1116667
5873,Black Fox Veterinary Hospital,1,VBS Partner,TN,37130,Companion Animal,3,1,2634.13,219.5108333,54.87770833
5875,Middendorf Animal Hospital and Laser Center,1,IMA Partner,KY,41042,Companion Animal,2,1,13369.89,1114.1575,371.3858333
5876,Silver Creek Animal Clinic,1,VBS Partner,UT,84098,Companion Animal,3,1,2644.83,220.4025,55.100625
5877,East West Animal Hospital LLC,1,IMA Partner,FL,33548,Companion Animal,1,3,29666.73,2472.2275,618.056875
5901,Sea Girt Animal Hospital,1,VBS Partner,NJ,08750-1003,Companion Animal,8,2,30732.96,2561.08,256.108
5903,Middletown Animal Hospital,1,VBS Partner,NJ,07748,Companion Animal,6,2,19496.69,1624.724167,203.0905208
5908,"NODA Animal Hospital, PLLC",1,VBS Partner,NC,28205,Companion Animal,1,1,32990.92,2749.243333,1374.621667
5914,DeKalb Animal Hospital,1,IMA Partner,GA,30084,Companion Animal,4,15,25281.45,2106.7875,110.8835526
5916,Vitality Veterinary Care,1,VBS Partner,WA,98103,Companion Animal,1,0,2345.27,195.4391667,195.4391667
5924,Maine Veterinary Referral Center,1,IMA Partner,ME,04074,Companion Animal,13,13,1746.65,145.5541667,5.598237179
5930,"Nora Kleps, DVM",1,VBS Partner,NY,11937,Companion Animal,1,0,3773.9,314.4916667,314.4916667
5933,Redondo Veterinary Medical Center,1,VBS Partner,CA,90277,Companion Animal,2,3,12109.92,1009.16,201.832
5936,"Sophia C. Theodore, DVM",1,VBS Partner,NY,13617,Companion Animal,1,0,1035.15,86.2625,86.2625
5941,Bedford Greenwich Animal Hospital,1,VBS Partner,NY,10506,Companion Animal,2,1,10559.6,879.9666667,293.3222222
5946,About Pets Inc,1,VBS Partner,FL,33572,Companion Animal,1,0,11815.42,984.6183333,984.6183333
5964,Pima North Animal Hospital,1,VBS Partner,AZ,85255-3617,Companion Animal,4,2,7419.34,618.2783333,103.0463889
5973,Veterinary Associates Stonefield,1,VBS Partner,KY,40223,Companion Animal,1,2,21944.15,1828.679167,609.5597222
5975,"Cat Care Professionals, LLC",1,VBS Partner,OR,97035,Companion Animal,3,4,15576.33,1298.0275,185.4325
5980,Gaslight Square Animal Hospital,1,VBS Partner,KY,40299,Companion Animal,1,2,3795.06,316.255,105.4183333
6003,Metro-East Home Vet Care,1,VBS Partner,IL,62269,Companion Animal,1,0,5247.01,437.2508333,437.2508333
6013,St. Matthews Animal Clinic,1,VBS Partner,KY,40207,Companion Animal,7,20,108712.93,9059.410833,335.5337346
6014,Walnut Creek Veterinary Clinic,1,VBS Partner,NE,68046,Companion Animal,3,12,12577.8,1048.15,69.87666667
6021,Manchaca Village Veterinary Care,1,VBS Partner,TX,78748,Companion Animal,2,7,13273.65,1106.1375,122.9041667
6023,Yardville Animal Hospital,1,IMA Partner,NJ,08620,Companion Animal,3,3,14341.04,1195.086667,199.1811111
6026,"Jaclyn Wolinski, DVM, PA",1,VBS Partner,MD,21830,Companion Animal,1,1,10173.31,847.7758333,423.8879167
6027,Elmar Udarbe Zamora's Veterinary Home Service,1,VBS Partner,CA,94954,Companion Animal,1,0,6442.05,536.8375,536.8375
6032,Low Country Pet Vaccine Clinic,1,VBS Partner,SC,29073,Companion Animal,1,1,18889.89,1574.1575,787.07875
6036,Huguenot Animal Hospital,1,VBS Partner,VA,23235,Companion Animal,1,1,1327.25,110.6041667,55.30208333
6043,Sully Animal Hospital,1,IMA Partner,VA,20120,Companion Animal,6,2,8359.49,696.6241667,87.07802083
6069,Healing Paws Veterinary Wellness Center,1,VBS Partner,MD,21146,Companion Animal,2,1,2861.33,238.4441667,79.48138889
6846,Animal Hospital of Hasbrouck Heights,1,VBS Partner,NJ,07604,Companion Animal,1,0,6173.31,514.4425,514.4425
8446,Red Bank Veterinary Hospital,1,VBS Partner,NJ,07724,Companion Animal,154,15,310156.02,25846.335,152.9368935
10349,Rohrig Animal Hospital,1,VBS Partner,NE,68002,Companion Animal,2,6,4108.46,342.3716667,42.79645833
10374,Paws To Tails,1,VBS Partner,NJ,07750,Companion Animal,1,0,3413.08,284.4233333,284.4233333
10908,Pet Housecalls Inc.,1,VBS Partner,IN,47401,Companion Animal,1,0,1749.45,145.7875,145.7875
11689,My Pet's MVP,1,VBS Partner,TX,75104,Companion Animal,1,1,512.73,42.7275,21.36375
11762,South Charlotte Animal Hospital,1,VBS Partner,NC,28134,Companion Animal,1,1,46240.3,3853.358333,1926.679167
12134,Gruber Veterinary Services,1,VBS Partner,IN,46536,Companion Animal,1,0,16794.77,1399.564167,1399.564167
15762,Dickinson County Animal Clinic,1,VBS Partner,IA,51360,Companion Animal,2,2,3077.64,256.47,64.1175
15998,Norwood Animal Clinic,1,VBS Partner,WI,53225-3003,Companion Animal,4,2,1934.03,161.1691667,26.86152778
16366,Town and Country Veterinary Clinic,1,VBS Partner,NE,68305,Companion Animal,4,3,4635.61,386.3008333,55.18583333
16699,Landis Veterinary Services,1,VBS Partner,MD,21769,Companion Animal,1,0,6366.05,530.5041667,530.5041667
17380,Companion Animal Clinic,1,IMA Partner,FL,32666,Companion Animal,2,2,2617.43,218.1191667,54.52979167
18356,Moon Mobile Vet,1,VBS Partner,GA,30052,Companion Animal,1,0,1068.11,89.00916667,89.00916667
72836,Jaffe Animal Clinic,1,VBS Partner,FL,33432,Companion Animal,1,1,2309.35,192.4458333,96.22291667
73091,Animal Doctors,1,VBS Partner,KY,40299,Companion Animal,1,1,27131.61,2260.9675,1130.48375
73158,VETdispatch,1,IMA Partner,NJ,07836,Companion Animal,13,15,57859.83,4821.6525,172.201875
74476,Roseland Animal Hospital,1,VBS Partner,IN,46637,Companion Animal,3,2,7751.39,645.9491667,129.1898333
74589,Crestwood Animal Hospital,1,VBS Partner,KY,40014,Companion Animal,4,2,33672.71,2806.059167,467.6765278
75260,Capeside Animal Hospital,1,VBS Partner,NC,28451,Companion Animal,5,25,19270.87,1605.905833,53.53019444
75469,Animal Hospital of North Alabama,1,VBS Partner,AL,35750,Companion Animal,3,2,6045.03,503.7525,100.7505
75597,Animal Medical Hospital of State College,1,VBS Partner,PA,16803,Companion Animal,4,4,15171.55,1264.295833,158.0369792
76625,Veterinary Housecall Services,1,VBS Partner,IL,62902,Companion Animal,1,0,991.18,82.59833333,82.59833333
76920,The Animal Medical Center of the Lowcountry,1,IMA Partner,SC,29907,Companion Animal,1,2,726.45,60.5375,20.17916667
